Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis9365        Pavardenis9365      3.4                 
Vardenis9366        Pavardenis9366      6.76                
Vardenis9367        Pavardenis9367      3.64                
Vardenis9368        Pavardenis9368      5.8                 
Vardenis9369        Pavardenis9369      4.6                 
Vardenis9370        Pavardenis9370      6.48                
Vardenis9371        Pavardenis9371      5.28                
Vardenis9372        Pavardenis9372      8.04                
Vardenis9373        Pavardenis9373      5.2                 
Vardenis9374        Pavardenis9374      4.76                
Vardenis9375        Pavardenis9375      7.64                
Vardenis9376        Pavardenis9376      3.12                
Vardenis9377        Pavardenis9377      5.16                
Vardenis9378        Pavardenis9378      4.12                
Vardenis9379        Pavardenis9379      6.64                
Vardenis9380        Pavardenis9380      6.24                
Vardenis9381        Pavardenis9381      7.68                
Vardenis9382        Pavardenis9382      3.72                
Vardenis9383        Pavardenis9383      6.68                
Vardenis9384        Pavardenis9384      4.36                
Vardenis9385        Pavardenis9385      5                   
Vardenis9386        Pavardenis9386      7.24                
Vardenis9387        Pavardenis9387      6.2                 
Vardenis9388        Pavardenis9388      2.8                 
Vardenis9389        Pavardenis9389      6.4                 
Vardenis9390        Pavardenis9390      2.64                
Vardenis9391        Pavardenis9391      6.72                
Vardenis9392        Pavardenis9392      2.36                
Vardenis9393        Pavardenis9393      4.08                
Vardenis9394        Pavardenis9394      2.76                
Vardenis9395        Pavardenis9395      7.56                
Vardenis9396        Pavardenis9396      2.8                 
Vardenis9397        Pavardenis9397      5                   
Vardenis9398        Pavardenis9398      7.28                
Vardenis9399        Pavardenis9399      4                   
Vardenis9400        Pavardenis9400      4.04                
Vardenis9401        Pavardenis9401      3.48                
Vardenis9402        Pavardenis9402      4.56                
Vardenis9403        Pavardenis9403      8.48                
Vardenis9404        Pavardenis9404      8.32                
Vardenis9405        Pavardenis9405      4.84                
Vardenis9406        Pavardenis9406      8.24                
Vardenis9407        Pavardenis9407      3.92                
Vardenis9408        Pavardenis9408      3.08                
Vardenis9409        Pavardenis9409      8.48                
Vardenis9410        Pavardenis9410      4.12                
Vardenis9411        Pavardenis9411      5.04                
Vardenis9412        Pavardenis9412      2.44                
Vardenis9413        Pavardenis9413      6.68                
Vardenis9414        Pavardenis9414      3.64                
Vardenis9415        Pavardenis9415      8.52                
Vardenis9416        Pavardenis9416      3.56                
Vardenis9417        Pavardenis9417      7.92                
Vardenis9418        Pavardenis9418      5.32                
Vardenis9419        Pavardenis9419      3.56                
Vardenis9420        Pavardenis9420      3.6                 
Vardenis9421        Pavardenis9421      8.56                
Vardenis9422        Pavardenis9422      4.28                
Vardenis9423        Pavardenis9423      7.28                
Vardenis9424        Pavardenis9424      4.96                
Vardenis9425        Pavardenis9425      8.64                
Vardenis9426        Pavardenis9426      4.84                
Vardenis9427        Pavardenis9427      4                   
Vardenis9428        Pavardenis9428      8.04                
Vardenis9429        Pavardenis9429      2.92                
Vardenis9430        Pavardenis9430      4.96                
Vardenis9431        Pavardenis9431      7.28                
Vardenis9432        Pavardenis9432      2.92                
Vardenis9433        Pavardenis9433      7.16                
Vardenis9434        Pavardenis9434      6.56                
Vardenis9435        Pavardenis9435      5.16                
Vardenis9436        Pavardenis9436      5.52                
Vardenis9437        Pavardenis9437      8.88                
Vardenis9438        Pavardenis9438      7.04                
Vardenis9439        Pavardenis9439      6.28                
Vardenis9440        Pavardenis9440      5.28                
Vardenis9441        Pavardenis9441      2.88                
Vardenis9442        Pavardenis9442      3.72                
Vardenis9443        Pavardenis9443      3.84                
Vardenis9444        Pavardenis9444      3.12                
Vardenis9445        Pavardenis9445      7.76                
Vardenis9446        Pavardenis9446      3.16                
Vardenis9447        Pavardenis9447      6.64                
Vardenis9448        Pavardenis9448      3.96                
Vardenis9449        Pavardenis9449      4.04                
Vardenis9450        Pavardenis9450      4.28                
Vardenis9451        Pavardenis9451      6.56                
Vardenis9452        Pavardenis9452      2.64                
Vardenis9453        Pavardenis9453      8                   
Vardenis9454        Pavardenis9454      3.08                
Vardenis9455        Pavardenis9455      6.72                
Vardenis9456        Pavardenis9456      3.96                
Vardenis9457        Pavardenis9457      4.6                 
Vardenis9458        Pavardenis9458      5.08                
Vardenis9459        Pavardenis9459      7.24                
